uuid,input,output
7633d7bdc8564d19af36ed07e29a5604,"[(49, 97), (41, 36), (54, 90), (83, 26), (54, 11), (31, 8), (71, 90), (20, 29), (26, 63), (29, 60), (51, 23), (77, 82), (83, 22), (82, 99), (64, 43)]","[(83, 26), (82, 99), (49, 97), (26, 63), (20, 29), (31, 8), (54, 11), (83, 22)]"
c635a60f7c3f4f3aa08092746574c9c9,"[(62, 62), (88, 11), (20, 72), (22, 30), (73, 46), (42, 20), (85, 75), (61, 28), (77, 18), (47, 68), (5, 70), (29, 21), (43, 5), (65, 1), (91, 94), (67, 75), (25, 93), (16, 0), (80, 18), (47, 65)]","[(5, 70), (16, 0), (65, 1), (88, 11), (91, 94), (25, 93)]"
613fb769372e4ee88830a8b03844dc62,"[(91, 34), (14, 26), (29, 52), (94, 3), (1, 33), (59, 85), (6, 62), (77, 24), (37, 40)]","[(6, 62), (1, 33), (14, 26), (94, 3), (91, 34), (59, 85)]"
cbb3b6d479414b7b8e3b89713643684d,"[(39, 17), (66, 29), (42, 82), (7, 1), (96, 58), (63, 71), (73, 63), (27, 86), (12, 59), (1, 21)]","[(1, 21), (7, 1), (66, 29), (96, 58), (42, 82), (27, 86), (12, 59)]"
56f2ce9c490c40588ceeaa3277eb3e3c,"[(83, 42), (36, 77), (54, 36), (30, 45), (98, 72), (60, 11), (42, 17), (94, 79), (50, 18), (61, 64), (72, 54), (91, 52), (68, 81), (39, 42), (51, 87)]","[(30, 45), (42, 17), (60, 11), (91, 52), (98, 72), (94, 79), (51, 87), (36, 77)]"
d86356f6dd514c1dbe39e82069ffa069,"[(15, 67), (21, 66), (16, 15), (18, 16), (9, 10), (35, 36), (41, 67), (82, 83)]","[(15, 67), (9, 10), (18, 16), (82, 83)]"
24049dee0769418fb02dc7daff47f91b,"[(25, 81), (48, 81), (26, 54), (9, 63), (86, 62), (26, 54), (0, 7), (65, 27)]","[(0, 7), (65, 27), (86, 62), (48, 81), (25, 81), (9, 63)]"
8c835ac6021b424380e8dd7e7b3b506c,"[(30, 68), (99, 36), (34, 5), (46, 68), (35, 64), (81, 59), (87, 31), (52, 56), (94, 83), (20, 80), (82, 16)]","[(20, 80), (34, 5), (82, 16), (99, 36), (94, 83)]"
916040a8a38b4638a856c15ea0e011c2,"[(39, 28), (3, 62), (25, 47), (86, 44), (29, 10), (67, 67), (65, 27), (30, 78), (86, 78), (34, 35), (20, 31), (12, 43), (88, 32), (2, 85), (43, 39), (90, 20)]","[(29, 10), (90, 20), (86, 78), (2, 85), (3, 62), (12, 43)]"
ee930e051b0f4ea89ec69119924b2048,"[(24, 51), (37, 62), (6, 52), (37, 28)]","[(37, 62), (6, 52), (37, 28)]"
62e324cc6cef44abb77890945395eb92,"[(65, 27), (42, 84), (28, 87), (57, 79), (44, 83), (9, 3), (86, 2), (97, 53), (8, 18), (79, 41), (33, 52), (26, 71), (40, 35)]","[(28, 87), (8, 18), (9, 3), (86, 2), (97, 53), (57, 79), (42, 84)]"
957af78c5fb843eb94fd14deefa58684,"[(90, 94), (42, 82), (79, 92), (82, 12), (93, 76), (66, 44), (99, 5), (29, 75), (14, 8), (49, 47), (36, 40), (43, 75), (77, 54), (12, 81), (30, 27), (48, 5)]","[(90, 94), (12, 81), (14, 8), (48, 5), (99, 5), (93, 76)]"
aeabb0d3fab747d08ab698f644d5fff3,"[(48, 32), (48, 26), (50, 4), (47, 72), (66, 76), (15, 44), (72, 12), (73, 28), (60, 5), (13, 12), (44, 81), (48, 40), (94, 61), (16, 96), (24, 66)]","[(16, 96), (13, 12), (50, 4), (60, 5), (72, 12), (94, 61), (66, 76)]"
b01bb924b2ec42bd8ef984cc9153a554,"[(21, 2), (88, 74), (0, 66), (78, 17), (59, 35), (64, 12), (71, 95), (27, 31), (49, 52), (2, 77), (52, 77), (39, 23), (0, 80), (97, 93), (44, 8), (49, 86), (18, 84), (27, 9), (36, 73)]","[(0, 66), (21, 2), (64, 12), (78, 17), (97, 93), (71, 95), (18, 84), (0, 80)]"
b70a05e565d6436da26ce7b5975ec8ed,"[(31, 14), (90, 15), (32, 77), (7, 63), (41, 54), (4, 24)]","[(90, 15), (32, 77), (7, 63), (4, 24), (31, 14)]"
bb3d5c77585a4024a9a440f58dd6c4d6,"[(5, 5), (61, 73), (38, 71), (37, 66), (82, 98), (44, 38), (92, 59), (62, 20), (67, 45), (38, 15), (43, 17), (3, 42), (6, 64), (49, 5), (12, 90), (21, 10), (16, 92), (57, 14), (9, 41), (37, 74)]","[(92, 59), (82, 98), (16, 92), (12, 90), (6, 64), (3, 42), (5, 5), (49, 5), (57, 14), (62, 20)]"
9afae8f8ab624d88b94d5584be0bea93,"[(0, 83), (56, 34), (24, 49), (69, 67), (16, 47), (60, 46)]","[(69, 67), (0, 83), (16, 47), (56, 34)]"
4d8892e0ef5c4530a0f4f315cf57c95d,"[(59, 3), (46, 91), (90, 17), (66, 25), (18, 15), (19, 11), (57, 75), (72, 77), (56, 60), (88, 85), (60, 39)]","[(46, 91), (18, 15), (19, 11), (59, 3), (90, 17), (88, 85)]"
8876e0aa8f7c431d9739e66099f3e289,"[(43, 34), (49, 11), (39, 69), (0, 38), (31, 69), (23, 21), (10, 33), (31, 53), (80, 32), (77, 49), (91, 42), (38, 57)]","[(91, 42), (39, 69), (31, 69), (0, 38), (23, 21), (49, 11), (80, 32)]"
0771394850354ad98fb1e78ff7f2b653,"[(14, 13), (40, 82), (24, 81), (14, 72)]","[(14, 13), (40, 82), (24, 81), (14, 72)]"
ba0b475d7a3b49de9627ce19fd4bb651,"[(62, 73), (32, 49), (85, 33), (7, 43), (17, 5), (87, 17), (53, 59), (19, 79), (36, 96), (72, 55)]","[(7, 43), (17, 5), (87, 17), (85, 33), (62, 73), (36, 96), (19, 79)]"
02633363ac0c446ba90d7454bb1518fd,"[(74, 48), (46, 27), (37, 89), (80, 67), (4, 47), (37, 51), (41, 24), (54, 16), (41, 25), (78, 97), (25, 52), (37, 35), (50, 19)]","[(37, 89), (4, 47), (41, 24), (54, 16), (74, 48), (80, 67), (78, 97)]"
b3b82317c5c44d0ab6ac50007c3853e3,"[(76, 72), (62, 59), (33, 86), (56, 61), (12, 73)]","[(33, 86), (12, 73), (62, 59), (76, 72)]"
59724cd807ed4f55b0b61d0f55701d1f,"[(28, 61), (89, 39), (30, 34), (38, 8), (67, 87), (74, 43), (9, 90), (63, 45), (29, 59), (4, 2), (34, 39)]","[(9, 90), (4, 2), (38, 8), (89, 39), (67, 87)]"
7c4f8ccc0f02458693da0873d5732bc7,"[(21, 40), (74, 97), (43, 65), (7, 74)]","[(74, 97), (7, 74), (21, 40)]"
e82c27b0658a403aa9313cd58203f340,"[(26, 46), (74, 11), (25, 25), (24, 28), (86, 97)]","[(74, 11), (86, 97), (26, 46), (24, 28), (25, 25)]"
226128fec6b34ddbae6e2c716e668790,"[(61, 15), (36, 74), (53, 7), (49, 67), (47, 68), (54, 55), (97, 32), (84, 93), (23, 50), (34, 4), (70, 41), (59, 11), (29, 12), (38, 6), (25, 25)]","[(97, 32), (84, 93), (36, 74), (23, 50), (25, 25), (29, 12), (34, 4), (53, 7)]"
a9b1de31e49d4ee8822b1b348bd5a704,"[(96, 53), (46, 30), (86, 39), (55, 74), (64, 20), (43, 34), (9, 66), (82, 95), (3, 6), (26, 60), (36, 71), (8, 96), (82, 38), (94, 44), (80, 68), (40, 60), (39, 23), (52, 45)]","[(8, 96), (3, 6), (64, 20), (94, 44), (96, 53), (82, 95)]"
89ce085ddf8a45679773fac59b6cce2a,"[(24, 71), (58, 6), (94, 88), (52, 68), (66, 6), (92, 10), (62, 66), (74, 89)]","[(24, 71), (58, 6), (66, 6), (92, 10), (94, 88), (74, 89)]"
a01349279a7b43258e7f357a55b51dbb,"[(79, 1), (61, 12), (78, 83)]","[(61, 12), (79, 1), (78, 83)]"
b419addf0d0b43e98686b071b848a21a,"[(67, 59), (78, 45), (22, 41), (51, 79), (31, 25), (18, 56), (48, 27), (5, 24), (11, 70), (67, 41), (51, 46), (39, 67), (76, 68), (7, 53), (66, 16), (57, 84)]","[(57, 84), (11, 70), (7, 53), (5, 24), (66, 16), (78, 45), (76, 68)]"
3a18f89f7e0e4df1b1b36814dc624d2d,"[(96, 72), (4, 18), (1, 78), (83, 49), (90, 69), (17, 6), (13, 87), (24, 72), (81, 77), (7, 20), (57, 75), (12, 89), (36, 77)]","[(12, 89), (1, 78), (4, 18), (17, 6), (83, 49), (96, 72), (81, 77)]"
17c753f29ca342d1b2d3aeb421fc4b9c,"[(5, 84), (67, 43), (16, 97), (96, 0)]","[(5, 84), (96, 0), (67, 43), (16, 97)]"
37fc6941d6c842c38180fd654f51aa96,"[(45, 91), (15, 70), (16, 42), (42, 59), (2, 93), (16, 39), (84, 81), (37, 46), (44, 93), (37, 52), (42, 48), (1, 73), (58, 81), (2, 63), (14, 74), (76, 12), (90, 95), (32, 1)]","[(76, 12), (90, 95), (2, 93), (1, 73), (2, 63), (32, 1)]"
9a13192975d24d318f34ea4b0cc424e4,"[(94, 80), (44, 5), (55, 34), (40, 12), (30, 93), (57, 20), (19, 93), (92, 10), (48, 91), (6, 50), (74, 97), (40, 74), (83, 93), (56, 10), (6, 15), (37, 54)]","[(92, 10), (94, 80), (83, 93), (74, 97), (19, 93), (6, 50), (6, 15), (44, 5)]"
bdfaf82027bc47918f41e64d761fbef8,"[(93, 65), (80, 7), (56, 34), (76, 88), (92, 31), (4, 65), (6, 69), (62, 36), (50, 9), (49, 55), (44, 71), (42, 54), (30, 67), (83, 17), (18, 98), (34, 88), (29, 61), (78, 47), (14, 94), (2, 40)]","[(2, 40), (50, 9), (80, 7), (92, 31), (93, 65), (76, 88), (18, 98), (14, 94), (4, 65)]"
4dcc0ab6f2d4408da322ed5bab6bd162,"[(16, 24), (82, 81), (22, 1), (73, 27), (29, 36), (67, 70), (68, 58), (9, 77), (80, 5), (90, 55), (31, 24), (71, 6)]","[(80, 5), (90, 55), (82, 81), (9, 77), (16, 24), (22, 1)]"
5a89430669304db49d6551687d3e3812,"[(81, 85), (50, 40), (77, 75), (69, 5), (6, 10), (84, 34), (51, 88), (28, 11), (45, 34), (93, 31), (49, 68), (31, 27), (37, 39), (91, 20), (56, 25), (64, 66), (42, 1)]","[(51, 88), (6, 10), (42, 1), (69, 5), (91, 20), (93, 31), (81, 85)]"
5e7d6cc131ff45228de0e3643a33181f,"[(15, 38), (19, 45), (46, 99), (84, 46), (96, 48), (78, 57), (44, 18), (7, 50), (9, 35), (12, 8), (83, 87), (56, 16)]","[(46, 99), (7, 50), (12, 8), (56, 16), (96, 48), (83, 87)]"
0abf2dd3964f4b7aaaeb10eccaebf877,"[(59, 35), (51, 24), (24, 71), (12, 11), (40, 56), (21, 39), (91, 79), (25, 40), (33, 75), (76, 98), (2, 97)]","[(2, 97), (12, 11), (51, 24), (91, 79), (76, 98)]"
cac71d9949d94fe986ca6e8f45c8814e,"[(4, 99), (76, 69), (34, 87), (28, 25), (77, 22), (37, 30), (74, 90), (98, 51), (59, 45)]","[(77, 22), (98, 51), (74, 90), (4, 99), (28, 25)]"
654cff505161407582af8103f62d6910,"[(23, 83), (35, 34), (14, 45), (29, 54), (78, 97)]","[(14, 45), (35, 34), (78, 97), (23, 83)]"
4441abee7101411fb6d8c35852dd54a5,"[(83, 18), (31, 29), (30, 33), (34, 87), (33, 61), (3, 79), (31, 93)]","[(31, 93), (3, 79), (31, 29), (83, 18)]"
533e14b85237459499cd684721808270,"[(5, 93), (4, 12), (13, 19), (38, 15), (97, 13), (83, 98), (30, 84), (3, 27)]","[(97, 13), (83, 98), (5, 93), (3, 27), (4, 12)]"
48192da628ce40a687fb5eafe6c42f15,"[(83, 6), (94, 85), (97, 75), (21, 75), (81, 51), (67, 70), (23, 87), (14, 18), (55, 13), (98, 88), (17, 71), (66, 37), (86, 98), (57, 3), (63, 50), (15, 82)]","[(14, 18), (57, 3), (83, 6), (97, 75), (98, 88), (86, 98), (23, 87), (15, 82)]"
c589e7e2656e4a5e823c3fa75b658289,"[(53, 25), (69, 53), (47, 3), (94, 8)]","[(47, 3), (94, 8), (69, 53), (53, 25)]"
d32aef25c2fe47e6830533afaa85ed44,"[(88, 28), (49, 37), (44, 38), (30, 54), (75, 35), (62, 10), (2, 63), (48, 25), (84, 53), (47, 91), (11, 84), (96, 58)]","[(2, 63), (62, 10), (88, 28), (96, 58), (47, 91), (11, 84)]"
f0e4f479202140a0bff3220c3247378c,"[(90, 21), (22, 23), (54, 99), (67, 10), (22, 46), (29, 17), (63, 11), (57, 39), (44, 40), (0, 63), (76, 8), (79, 55), (10, 18), (75, 44), (81, 6), (71, 95)]","[(54, 99), (0, 63), (10, 18), (81, 6), (90, 21), (71, 95)]"
6063b71a3a1a4834bf3e49b5ffad8e30,"[(2, 29), (50, 75), (7, 89), (85, 92), (1, 24), (15, 79), (70, 40), (10, 30), (58, 96), (73, 39), (40, 61), (56, 97), (77, 97), (70, 93), (24, 15), (10, 14), (46, 58), (34, 55), (64, 76), (93, 21)]","[(7, 89), (1, 24), (10, 14), (24, 15), (93, 21), (85, 92), (77, 97), (56, 97)]"
31c5840257f04541a79dc896a84927b3,"[(1, 88), (83, 80), (16, 31), (23, 32), (18, 95), (44, 79), (24, 20)]","[(24, 20), (83, 80), (18, 95), (1, 88), (16, 31)]"
fe19a248d3b6499dbe77342957237a40,"[(56, 51), (30, 49), (93, 92), (48, 90), (30, 81), (84, 70), (48, 29)]","[(30, 49), (48, 29), (84, 70), (93, 92), (48, 90), (30, 81)]"
801d3f5736d5409885276e4cd0eeb3dc,"[(6, 1), (54, 84), (53, 61), (45, 93)]","[(45, 93), (6, 1), (53, 61), (54, 84)]"
1a49476eb7144c48b29e2435f5e95c0d,"[(17, 1), (29, 6), (59, 98), (71, 89), (84, 30), (91, 14), (89, 39), (8, 30), (76, 18), (87, 2), (69, 19), (94, 61), (35, 96), (27, 16), (93, 58), (92, 40), (24, 99), (74, 74), (23, 47), (84, 97)]","[(24, 99), (8, 30), (17, 1), (87, 2), (91, 14), (94, 61), (84, 97), (59, 98)]"
ebacc7b1462f4412b168f447d822bf22,"[(85, 41), (13, 28), (36, 34), (94, 58), (43, 78), (81, 70)]","[(43, 78), (13, 28), (85, 41), (94, 58), (81, 70)]"
0b0e504faf8b4de8a0540d3daf7cd8e0,"[(69, 28), (0, 2), (4, 50), (68, 46), (99, 18), (73, 87)]","[(0, 2), (99, 18), (73, 87), (4, 50)]"
06882ed765ae4b56be4deb218eaf10fb,"[(87, 91), (37, 75), (47, 66), (38, 99), (48, 76), (94, 18), (48, 7), (5, 65), (69, 30), (2, 7), (18, 78), (19, 32), (28, 97), (9, 74), (78, 92), (64, 17), (11, 2), (9, 23), (62, 36), (51, 79)]","[(94, 18), (87, 91), (38, 99), (28, 97), (9, 74), (5, 65), (2, 7), (11, 2), (48, 7)]"
3b83fc2f8f6a429bb5c97564e09c9d94,"[(22, 69), (77, 25), (88, 59), (63, 73), (57, 10), (90, 15), (31, 39), (21, 30), (8, 68)]","[(63, 73), (8, 68), (21, 30), (57, 10), (90, 15), (88, 59)]"
3f6c692b65234fd78cfe8bd99e3c47d9,"[(12, 74), (69, 92), (8, 50), (93, 29), (81, 83), (13, 18), (74, 32), (13, 99), (3, 57), (44, 82), (71, 3)]","[(13, 99), (3, 57), (13, 18), (71, 3), (93, 29), (81, 83), (69, 92)]"
ee2875aa5ef44b629fcc2055c202c897,"[(1, 27), (27, 61), (91, 91), (24, 44), (52, 80), (35, 88), (93, 41), (40, 69), (83, 93), (19, 70), (28, 8), (12, 99), (46, 62), (93, 9), (68, 35)]","[(12, 99), (1, 27), (28, 8), (93, 9), (93, 41), (91, 91), (83, 93)]"
9a2a3573340840d4bca04585cc0451f1,"[(26, 29), (72, 12), (60, 64), (7, 40), (42, 93), (34, 3), (91, 71), (55, 34), (78, 63), (23, 7), (89, 52), (37, 16), (72, 80), (85, 33), (36, 42), (23, 34)]","[(42, 93), (7, 40), (23, 7), (34, 3), (72, 12), (85, 33), (89, 52), (91, 71), (72, 80)]"
2fbfb254bcc440b98f0f36b6b9b543a4,"[(78, 0), (47, 9), (38, 9)]","[(38, 9), (78, 0), (47, 9)]"
40db5020bb6b4880ac92bf0d15ce4f1e,"[(0, 75), (62, 12), (55, 83), (2, 74), (76, 28), (30, 66), (44, 28), (78, 90), (29, 62), (3, 13), (36, 7), (44, 96), (84, 97)]","[(0, 75), (3, 13), (36, 7), (62, 12), (76, 28), (84, 97), (44, 96)]"
21407b4bbdbd4a3390f577ae620c976e,"[(50, 95), (2, 16), (65, 87), (58, 92), (51, 29), (40, 42), (65, 9)]","[(2, 16), (65, 9), (65, 87), (58, 92), (50, 95)]"
26bea020dd1f473e8c31a71a20424380,"[(71, 23), (38, 18), (79, 69), (17, 2), (41, 51), (63, 46), (18, 89), (11, 83), (90, 73), (44, 24), (53, 34), (85, 48), (97, 63), (22, 87)]","[(11, 83), (17, 2), (71, 23), (97, 63), (90, 73), (18, 89)]"
10e86c33b36944ec82bb6af585ef84e9,"[(81, 83), (82, 55), (66, 85), (69, 49)]","[(66, 85), (69, 49), (82, 55), (81, 83)]"
edf76a5b53c84b31b3f11d6f880e1762,"[(77, 44), (54, 88), (72, 15)]","[(77, 44), (54, 88), (72, 15)]"
0ecd5b1bb6ed486d80d9dc7081a75308,"[(53, 88), (10, 23), (90, 43), (80, 11), (68, 68), (92, 28), (9, 98), (56, 22), (52, 95)]","[(80, 11), (92, 28), (90, 43), (52, 95), (9, 98), (10, 23)]"
102bec2221fb4e31b9eb7cdfaa6eae08,"[(82, 99), (88, 8), (44, 13), (36, 34), (64, 31), (12, 45), (75, 66), (56, 29), (40, 70), (75, 64)]","[(88, 8), (82, 99), (40, 70), (12, 45), (44, 13)]"
9667ac5ac03c4070ad9acefdb30cf088,"[(63, 96), (83, 91), (24, 14), (32, 74), (34, 22), (59, 12), (54, 60), (43, 74), (87, 35), (77, 90), (38, 81), (43, 39), (33, 37), (17, 97), (1, 21), (37, 81), (61, 53), (80, 81), (86, 12), (50, 79)]","[(17, 97), (1, 21), (24, 14), (59, 12), (86, 12), (87, 35), (83, 91), (63, 96)]"
71832c59c3454c01b8f745b4c8841469,"[(33, 26), (28, 29), (5, 17), (37, 67), (99, 5), (47, 85), (62, 65), (25, 51), (17, 39), (10, 95)]","[(5, 17), (99, 5), (62, 65), (47, 85), (10, 95)]"
ca9c2f065d6d407a833a28ccafb236da,"[(49, 19), (20, 69), (7, 29), (88, 62), (99, 95), (67, 48), (55, 67), (78, 60), (27, 34)]","[(7, 29), (49, 19), (88, 62), (99, 95), (20, 69)]"
849eae47cff047bcb86dd2cb8ad12320,"[(40, 11), (51, 58), (85, 28), (1, 98), (52, 62), (75, 57), (97, 29), (97, 59), (77, 41), (38, 34), (5, 0), (7, 39), (26, 89), (75, 34), (84, 52), (3, 70), (88, 3), (42, 68), (87, 38)]","[(1, 98), (5, 0), (88, 3), (97, 29), (97, 59), (26, 89)]"
6753f2b71089423ab97caa8281351512,"[(14, 29), (95, 0), (36, 98), (72, 51), (31, 81), (96, 78), (57, 60), (86, 20), (14, 39), (29, 1), (15, 93), (21, 31), (42, 27)]","[(95, 0), (96, 78), (36, 98), (15, 93), (14, 39), (14, 29), (29, 1)]"
8e224345db79459dbc1d164e31298f9b,"[(63, 65), (70, 43), (64, 42), (42, 36), (27, 82), (18, 25), (50, 62), (38, 64), (31, 41), (50, 91), (53, 58), (52, 89), (93, 34)]","[(18, 25), (93, 34), (52, 89), (50, 91), (27, 82)]"
a0c0ce4e32e64afd8a3b5f62b6eab531,"[(25, 41), (32, 97), (59, 66), (85, 80), (5, 5)]","[(5, 5), (85, 80), (32, 97)]"
d92fa39f4d384e9d93d2275990731a29,"[(4, 21), (19, 74), (64, 2), (56, 28), (87, 31), (72, 33), (14, 71), (62, 97), (54, 68), (36, 8), (81, 80), (57, 83)]","[(64, 2), (87, 31), (81, 80), (62, 97), (19, 74), (14, 71), (4, 21), (36, 8)]"
7d5836ec0fca4bcaa16042686062e69e,"[(90, 20), (68, 89), (45, 31), (60, 64), (28, 65), (10, 67), (25, 40), (86, 9), (81, 56), (83, 91), (43, 80), (51, 29)]","[(90, 20), (83, 91), (68, 89), (43, 80), (10, 67), (25, 40), (86, 9)]"
f26c8262b39f42fd90872a66707e2f8b,"[(10, 47), (55, 26), (10, 52), (1, 25), (19, 51), (33, 89), (40, 71), (64, 51)]","[(64, 51), (33, 89), (10, 52), (1, 25), (55, 26)]"
572e4d7bfb074920b1b217c9b0d43bd0,"[(32, 4), (0, 57), (23, 57), (88, 90), (54, 77), (49, 23), (64, 45), (89, 91), (15, 71), (48, 34), (32, 60), (59, 63), (27, 98), (44, 86), (54, 63), (23, 12), (35, 80), (77, 94), (48, 9)]","[(27, 98), (0, 57), (23, 12), (32, 4), (48, 9), (89, 91), (77, 94)]"
73d896320fb74b4a888fab17194e6b8e,"[(28, 77), (15, 6), (58, 32), (59, 66), (32, 89), (61, 38)]","[(61, 38), (59, 66), (32, 89), (28, 77), (15, 6), (58, 32)]"
135100811f4d4d08b549b2cfb81306cf,"[(86, 0), (96, 73), (93, 22), (32, 96), (42, 27), (24, 71), (85, 26)]","[(32, 96), (24, 71), (42, 27), (86, 0), (93, 22), (96, 73)]"
cc0223ccbd0949d49c9966aa021fb719,"[(78, 43), (55, 53), (56, 32), (21, 93), (55, 35), (98, 79), (93, 37)]","[(98, 79), (21, 93), (56, 32), (93, 37)]"
fd3a1fbedb2e44bcaaac6daf5b2dc4e6,"[(36, 76), (27, 35), (77, 73), (3, 50), (38, 46), (32, 94), (94, 89)]","[(32, 94), (3, 50), (27, 35), (77, 73), (94, 89)]"
dc718ed585d749b280e48e82ce5b5200,"[(3, 97), (32, 7), (46, 41), (76, 24), (55, 32), (59, 9), (49, 33), (33, 49), (42, 96), (34, 68), (91, 90), (94, 71), (29, 51), (31, 70), (76, 21), (40, 45)]","[(3, 97), (32, 7), (59, 9), (76, 21), (94, 71), (91, 90), (42, 96)]"
dc361e91ad32499996f22ea24e11a1dd,"[(61, 55), (94, 54), (3, 33), (68, 74), (12, 5), (5, 95), (53, 52), (22, 98), (34, 50), (59, 97), (33, 59)]","[(3, 33), (12, 5), (94, 54), (59, 97), (22, 98), (5, 95)]"
8935c13fd7104de59a9c7a5461a9b267,"[(97, 68), (96, 1), (11, 45), (49, 24), (11, 37), (36, 88), (64, 47)]","[(96, 1), (97, 68), (36, 88), (11, 45), (11, 37)]"
16edd810f2594cab9ad5a399b5ddf41b,"[(24, 30), (96, 82), (85, 59)]","[(96, 82), (24, 30), (85, 59)]"
ee1b23c8237c463a9ddc4dfa0b2426fb,"[(60, 89), (17, 54), (64, 75), (18, 37), (58, 26), (77, 36), (74, 16), (71, 72), (81, 5), (8, 76), (42, 5), (91, 37), (74, 3), (62, 15), (48, 55), (40, 99), (29, 77), (26, 28)]","[(40, 99), (8, 76), (18, 37), (42, 5), (74, 3), (81, 5), (91, 37), (71, 72), (60, 89)]"
fba7a2dc4f674218bab724f19a5efcf6,"[(24, 42), (55, 1), (45, 89), (61, 92), (66, 63), (41, 44), (50, 56), (26, 93), (75, 37)]","[(26, 93), (24, 42), (55, 1), (75, 37), (61, 92)]"
03f9f774b4304fb480118fca43adf42d,"[(95, 29), (53, 90), (84, 75), (63, 47), (71, 19), (5, 43), (67, 40), (16, 32), (20, 63), (67, 9), (98, 52)]","[(20, 63), (5, 43), (16, 32), (67, 9), (95, 29), (98, 52), (84, 75), (53, 90)]"
10b8719f0c094ff3b6c2fdb9c7eeb013,"[(68, 9), (74, 7), (84, 57), (61, 1), (83, 95), (72, 10), (62, 9), (29, 40), (51, 31), (67, 87), (52, 6), (8, 92), (39, 1), (59, 15), (66, 94), (59, 11), (24, 60), (29, 95), (94, 46), (80, 53)]","[(94, 46), (83, 95), (29, 95), (8, 92), (39, 1), (61, 1), (74, 7)]"
74c35b9d99b1465dac48b6a100134c6d,"[(81, 61), (66, 25), (15, 70), (48, 54), (81, 55), (43, 20), (52, 92), (14, 6), (40, 5), (59, 26), (86, 42)]","[(15, 70), (14, 6), (40, 5), (66, 25), (86, 42), (81, 61), (52, 92)]"
a8a5dce0be094aaba3febca93f184bfa,"[(58, 90), (16, 25), (87, 2), (27, 56), (25, 99), (37, 40), (89, 71), (58, 31), (64, 82), (82, 75), (89, 44), (98, 44), (79, 76), (12, 43), (9, 50), (71, 70)]","[(25, 99), (9, 50), (16, 25), (87, 2), (98, 44), (89, 71), (58, 90)]"
d349edf9850747f69db5a42133e899c8,"[(79, 75), (95, 34), (72, 53), (25, 71), (39, 37), (46, 60), (19, 56), (69, 78), (74, 68), (92, 56), (70, 39), (92, 79), (42, 62), (67, 45), (58, 27), (87, 12), (66, 74)]","[(95, 34), (92, 79), (69, 78), (25, 71), (19, 56), (39, 37), (58, 27), (87, 12)]"
b27f1a4a41bf4405bf30e5b21988f31f,"[(66, 24), (7, 57), (46, 57), (33, 52), (37, 49), (23, 76), (81, 85)]","[(7, 57), (66, 24), (81, 85), (23, 76)]"
86eb8d73d70846baa18365e2613a660d,"[(44, 93), (42, 15), (78, 91), (98, 24), (69, 47), (10, 93), (27, 53)]","[(10, 93), (42, 15), (98, 24), (78, 91), (44, 93)]"
e4f81216ddd94d30aae74f54531fa3c8,"[(13, 45), (90, 88), (47, 91), (49, 81), (29, 12), (9, 12), (83, 33), (43, 77), (70, 27), (50, 12), (33, 97), (51, 68), (26, 73), (86, 99), (53, 5)]","[(9, 12), (53, 5), (83, 33), (90, 88), (86, 99), (33, 97), (13, 45)]"
7efe6c6606524f26ac21080291e22d64,"[(15, 5), (19, 65), (61, 38), (30, 85), (68, 74)]","[(68, 74), (30, 85), (19, 65), (15, 5), (61, 38)]"
e910aff878244060852073f2413a2c3a,"[(51, 3), (76, 87), (32, 60), (45, 88), (13, 23), (65, 41), (9, 12), (50, 19), (29, 4), (95, 50), (72, 83), (47, 17), (15, 48), (38, 66), (4, 43), (45, 94), (78, 93)]","[(45, 94), (4, 43), (9, 12), (29, 4), (51, 3), (95, 50), (78, 93)]"
fd4f7b3fa0cf440b9f0d17f4add84972,"[(23, 35), (56, 59), (62, 67), (68, 84), (83, 24), (23, 64), (16, 46), (71, 12), (20, 15), (77, 92), (31, 38)]","[(83, 24), (77, 92), (23, 64), (16, 46), (20, 15), (71, 12)]"
7212b1da74254843bdadfdd6e7f1eaa1,"[(30, 6), (83, 8), (60, 15), (98, 20), (91, 77), (98, 1), (56, 49), (92, 89), (38, 97), (92, 46), (97, 48), (73, 81), (47, 75), (51, 49)]","[(38, 97), (30, 6), (98, 1), (98, 20), (97, 48), (92, 89)]"
05e20f5fe10b40dcb00141398da94447,"[(15, 61), (45, 48), (7, 44), (72, 67), (67, 71), (35, 6)]","[(7, 44), (35, 6), (72, 67), (67, 71), (15, 61)]"
771298be999245838675b611fe2363dc,"[(55, 59), (0, 57), (3, 37), (63, 11), (64, 9)]","[(55, 59), (0, 57), (3, 37), (64, 9)]"
1e85fa0351c5495e9c4e4caa7ea9b0fc,"[(0, 61), (1, 28), (11, 77), (35, 99), (6, 92), (59, 40), (88, 37), (66, 85), (57, 11), (26, 39), (87, 48), (90, 89), (5, 27), (24, 84), (94, 90), (43, 96), (8, 58)]","[(6, 92), (0, 61), (1, 28), (57, 11), (88, 37), (94, 90), (35, 99)]"
f229dcee0587459f94467b5eed4ef62d,"[(59, 7), (26, 54), (79, 30), (99, 8), (46, 55), (93, 20), (78, 38), (59, 56)]","[(26, 54), (59, 7), (99, 8), (93, 20), (78, 38), (59, 56)]"
